,id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count,size
2018,15630,,,,,,,,,,,,1900-08-12,Congress Hall,,,,complete,2,32,
2019,15632,,,,,,,,,,,,1900-08-15,Wisconsin Bankers Association,,,,complete,8,25,
2020,15633,,,,,,,,,,,,1900-10-24,Colonial Hotel,,,,complete,8,40,
2021,15634,,,,,,,,,,,,1900-10-24,Mills Hotel Restaurant,,Dollars,$,complete,2,21,
2022,15635,,,,,,,,,,,,1901-06-13,Citizens Of Altoona,,,,complete,12,22,
2023,15637,,,,,,,,,,,,1900-08-29,Hotel Kurhaus,,,,complete,40,34,
2024,15638,,,,,,,,,,,,1900-08-31,American Bar Association,,,,complete,2,24,
2025,15639,,,,,,,,,,,,1900-08-31,Hotel National,,,,complete,2,5,
2026,15641,,,,,,,,,,,,1900-09-01,Southern Pacific Company   Dining Car Service,,Dollars,$,complete,2,67,
2027,15642,,,,,,,,,,,,1900-09-01,Southern Pacific Company   Dining Car Service,,Dollars,$,complete,2,67,
2028,15643,,,,,,,,,,,,1900-09-01,Canadian Pacific Railway Co.  S.S.Athabasca,,,,complete,2,18,
2029,15644,,,,,,,,,,,,1900-09-01,Canadian Pacific Railway Co.   S.S.Athabasca,,,,complete,2,22,
2030,15645,,,,,,,,,,,,1900-09-01,Canadian Pacific Railway Co.   S.S. Alberta,,,,complete,2,20,
2031,15646,,,,,,,,,,,,1900-09-01,Canadian Pacific Railway Co.   S.S.Alberta,,,,complete,2,28,
2032,15647,,,,,,,,,,,,1900-05-01,Southern Railway,,,,complete,2,42,
2033,15648,,,,,,,,,,,,1900-05-01,Southern Railway,,,,complete,2,30,
2034,15649,,,,,,,,,,,,1900-05-01,Boston Oyster House,,Dollars,$,complete,2,137,
2035,15650,,,,,,,,,,,,1900-05-01,Champlain Hotel,,Dollars,$,complete,4,69,
2036,15652,,,,,,,,,,,,1900-01-01,Childs' Lunch Rooms,,Dollars,$,complete,2,65,
2037,15653,,,,,,,,,,,,1900-05-27,Metropole Hotel,,,,complete,2,39,
2038,15654,,,,,,,,,,,,1900-05-27,Metropole Hotel,,,,complete,2,34,
2039,15655,,,,,,,,,,,,1900-05-27,Norddeutscher Lloyd Bremen,,,,complete,2,67,
2040,15656,,,,,,,,,,,,1900-05-27,Norddeutscher Lloyd Bremen,,,,complete,4,33,
2041,15657,,,,,,,,,,,,1900-05-28,Norddeutscher Lloyd Bremen Line,,,,complete,2,81,
2042,15658,,,,,,,,,,,,1900-05-28,Norddeutscher Lloyd Bremen Line,,,,complete,2,62,
2043,15659,,,,,,,,,,,,1900-05-28,Pacific Mail Steamship Company,,,,complete,4,19,
2044,15660,,,,,,,,,,,,1900-05-28,Pacific Mail Steamship Company,,,,complete,2,16,
2045,15661,,,,,,,,,,,,1900-05-29,Russell House,,Dollars,$,complete,2,54,
2046,15663,,,,,,,,,,,,1900-05-29,Colonial Hotel,,,,complete,2,45,
2047,15664,,,,,,,,,,,,1900-05-31,Pacific Mail Steamship Company Panama Line,,,,complete,4,17,
2048,15665,,,,,,,,,,,,1900-06-04,Commercial Club Of Chicago,,Dollars,$,complete,2,30,
2049,15666,,,,,,,,,,,,1900-06-04,Commercial Club Of Chicago,,Dollars,$,complete,2,31,
2050,15667,,,,,,,,,,,,1900-09-19,Oriente Hotel,,,,complete,2,24,
2051,15668,,,,,,,,,,,,1900-10-09,Toyo Kisen Kaisha   Hing Kong Maru,,,,complete,2,24,
2052,15669,,,,,,,,,,,,1900-10-09,Toyo Kisen Kaisha   Hong Kong Maru,,,,complete,2,35,
2053,15670,,,,,,,,,,,,1900-10-09,Friends Of H.Anthony Dyer,,,,complete,4,23,
2054,15671,,,,,,,,,,,,1900-10-09,Nipppon Yusen Kaisha   S.S. Kobe Maru,,,,complete,2,16,
2055,15672,,,,,,,,,,,,1900-10-09,Nippon Yusen Kaisha   S.S.Kasuga,,,,complete,2,14,
2056,15673,,,,,,,,,,,,1900-10-09,Nippon Yusen Kaisha   S.S. Kasuga,,,,complete,2,18,
2057,15674,,,,,,,,,,,,1900-10-10,Grand Hotel,,,,complete,4,19,
2058,15675,,,,,,,,,,,,1900-10-10,Nippon Yusen Kaisha   S.S.Kobe Maru,,,,complete,2,19,
2059,15676,,,,,,,,,,,,1900-10-10,Nippon Yusen Kaisha  S.S.Kobe Maru,,,,complete,2,16,
2060,15677,,,,,,,,,,,,1900-10-10,Toyo Kisen Kaisha  Hong Kong Maru,,,,complete,2,24,
2061,15678,,,,,,,,,,,,1900-10-10,Toyo Kisen Kaisha   Hong Kong  Maru,,,,complete,2,36,
2062,15679,,,,,,,,,,,,1900-10-26,Imperial Yacht Club Of St. Petersburg,,,,complete,2,8,
2063,15680,,,,,,,,,,,,1900-10-27,National Association Of Democratic Clubs,,,,complete,8,27,
2064,15681,,,,,,,,,,,,1900-10-27,Consuls of Melbourne,,,,complete,4,8,
2065,15682,,,,,,,,,,,,1900-09-01,Candian Pacific Railway Co.   S.S.Manitoba,,,,complete,2,25,
2066,15683,,,,,,,,,,,,1900-09-01,Brown Palace Hotel,,,,complete,2,80,
2067,15684,,,,,,,,,,,,1900-09-01,Brown Palace Hotel,,Dollars,$,complete,2,122,
2068,15685,,,,,,,,,,,,1900-09-01,Brown Palace Hotel,,Dollars,$,complete,4,200,
2069,15686,,,,,,,,,,,,1900-09-01,Essex Hotel,,Dollars,$,complete,2,329,
2070,15687,,,,,,,,,,,,1900-09-01,Aerated Bread Company,,,,complete,2,66,
2071,15688,,,,,,,,,,,,1900-09-01,Elmer Woodbury Hotel & Restaurant Company,,Dollars,$,complete,12,291,
2072,15689,,,,,,,,,,,,1900-09-01,Victorian Restaurant,,,,complete,2,36,
2073,15691,,,,,,,,,,,,1900-09-01,Weingrosshandlung,,Deutsche Marks,DM,complete,2,9,
2074,15692,,,,,,,,,,,,1900-09-01,?,,Deutsche Marks,DM,complete,2,27,
2075,15693,,,,,,,,,,,,1900-09-01,W.Zahn & Sohn,,,,complete,2,10,
2076,15694,,,,,,,,,,,,1900-09-01,Haake Freres,,,,complete,4,9,
2077,15695,,,,,,,,,,,,1900-09-01,Gd Restaurant Vazelle,,,,complete,2,43,
2078,15696,,,,,,,,,,,,1900-09-01,Restaurant Gardes,,Francs,FF,complete,2,16,
2079,15697,,,,,,,,,,,,1900-09-01,Gd Restaurant Senselme,,Francs,FF,complete,2,20,
2080,15698,,,,,,,,,,,,1900-09-01,Maison Enel,,Francs,FF,complete,2,16,
2081,15699,,,,,,,,,,,,1900-09-01,Boston & Bangor Ssteamship Company,,,,complete,2,26,
2082,15700,,,,,,,,,,,,1900-11-29,Willard's Hotel,,,,complete,4,40,
2083,15701,,,,,,,,,,,,1900-11-29,Stanton House,,,,complete,4,41,
2084,15704,,,,,,,,,,,,1900-11-29,Stanton House,,,,complete,4,41,
2085,15705,,,,,,,,,,,,1900-11-29,Pacific Mail S.S. Co.,,,,complete,4,29,
2086,15706,,,,,,,,,,,,1900-11-29,Bay State House,,,,complete,2,18,
2087,15707,,,,,,,,,,,,1900-11-29,St. Charles Hotel,,,,complete,7,31,
2088,15708,,,,,,,,,,,,1900-11-29,Chicago Beach Hotel,,,,complete,4,37,
2089,15709,,,,,,,,,,,,1900-11-29,Norfolk House,,,,complete,4,35,
2090,15710,,,,,,,,,,,,1900-11-29,Baltimore & Ohio R.R.,,Dollars,$,complete,16,57,
2091,15711,,,,,,,,,,,,1900-11-29,Royal Blue Line,,,,complete,2,29,
2092,15712,,,,,,,,,,,,1900-11-29,Park Avenue Hotel,,,,complete,2,54,
2093,15713,,,,,,,,,,,,1900-11-29,Savoy Hotel,,,,complete,2,72,
2094,15715,,,,,,,,,,,,1900-01-01,Canadian Pacific Railway Company,,,,complete,2,17,
2095,15716,,,,,,,,,,,,1900-09-21,National Wholesale Druggists Association/Proprietary Association Of America,,,,complete,4,43,
2096,15718,,,,,,,,,,,,1900-09-22,U.S.M.S.,,Dollars,$,complete,2,103,
2097,15719,,,,,,,,,,,,1900-09-22,U.S.M.S.,,Dollars,$,complete,2,94,
2098,15720,,,,,,,,,,,,1900-09-22,Grand Hotel De Madrid,,,,complete,2,8,
2099,15721,,,,,,,,,,,,1900-09-22,Nippon Yusen Kaisha,,,,complete,2,20,
2100,15722,,,,,,,,,,,,1901-05-09,National Board Of Fire Underwriters,,,,complete,6,25,
2101,15723,,,,,,,,,,,,1901-05-09,U.S.M.S St. Paul,,,,complete,2,21,
2102,15724,,,,,,,,,,,,1901-05-09,Hamilton Club,,,,under review,4,16,
2103,15725,,,,,,,,,,,,1901-05-10,Alfred J. Miller,,,,complete,4,15,
2104,15726,,,,,,,,,,,,1901-05-10,Oceanic Steamship Company,,,,complete,2,35,
2105,15727,,,,,,,,,,,,1901-05-10,Cornell University,,,,complete,8,17,
2106,15728,,,,,,,,,,,,1901-05-10,Norddeutscher Lloyd   Bremen,,,,complete,2,28,
2107,15729,,,,,,,,,,,,1901-05-25,United States Government,,,,complete,2,26,
2108,15730,,,,,,,,,,,,1901-05-25,Oceanic Steamship Co.,,,,complete,2,27,
2109,15731,,,,,,,,,,,,1901-05-25,Oceanic Steamship Co.,,,,complete,2,25,
2110,15732,,,,,,,,,,,,1901-05-25,Roger Williams Lodge No. 23 A.F. & A.M.,,,,complete,4,16,
2111,15733,,,,,,,,,,,,1901-05-21,U.S.M.S.St. Paul,,,,complete,2,27,
2112,15734,,,,,,,,,,,,1900-11-29,Toyo Kisen Kaisha,,,,complete,3,45,
2113,15736,,,,,,,,,,,,1900-11-30,New York Club,,,,complete,4,16,
2114,15737,,,,,,,,,,,,1900-11-30,Round Table Club,,,,complete,2,22,
2115,15738,,,,,,,,,,,,1900-12-01,Le Commissaire Royal Et Les Membrs De La Commission Executive Du Portugal A L Exposition Universelle De 1900,,,,complete,4,15,
2116,15740,,,,,,,,,,,,1900-12-04,New State House,,,,complete,4,19,
2117,15741,,,,,,,,,,,,1900-12-05,New State House,,,,complete,2,42,
2118,15743,,,,,,,,,,,,1900-12-06,Albany Zouave Cadets Old Guard,,,,complete,2,27,
2119,15744,,,,,,,,,,,,1900-12-06,Saint Nicholas Society,,,,complete,2,20,
2120,15745,,,,,,,,,,,,1900-12-07,New York Alumni Of The Worcester Polytechnic Institute,,,,complete,4,22,
2121,15747,,,,,,,,,,,,1900-12-08,Friends Of Dwight Kinney,,,,complete,2,12,
2122,15748,,,,,,,,,,,,1900-12-08,New York Press Club,,,,complete,2,17,
2123,15749,,,,,,,,,,,,1900-12-10,United States Navy,,,,complete,2,9,
2124,15750,,,,,,,,,,,,1900-10-10,Keystone Poultry Pigeon And Pet Stock Association Of Philadelphia,,,,complete,8,21,
2125,15752,,,,,,,,,,,,1900-12-01,Congress Hall,,,,complete,2,50,
2126,15753,,,,,,,,,,,,1900-12-01,Congress Hall,,,,complete,2,55,
2127,15754,,,,,,,,,,,,1900-12-11,Shepheard's Hotel,,,,complete,2,15,
2128,15755,,,,,,,,,,,,1900-12-11,Imperial Yacht Club Of St.Petersburg,,,,complete,2,7,
2129,15756,,,,,,,,,,,,1901-04-27,Norddeutscher Lloyd Bremen,,,,complete,2,13,
2130,15757,,,,,,,,,,,,1901-04-27,Norddeutscher Lloyd Bremen,,,,complete,4,42,
2131,15758,,,,,,,,,,,,1901-04-27,Middlesex Club,,,,complete,6,23,
2132,15759,,,,,,,,,,,,1901-04-27,George W. Smith,,,,complete,4,23,
2133,15760,,,,,,,,,,,,1901-01-01,Haan's,,Dollars,$,complete,4,140,
2134,15761,,,,,,,,,,,,1901-04-27,Curry & Burlingame,,Dollars,$,complete,2,30,
2135,15762,,,,,,,,,,,,1901-04-27,Hotel Hungaria,,Dollars,$,complete,2,152,
2136,15763,,,,,,,,,,,,1901-04-27,Union Square Hotel,,Dollars,$,complete,2,131,
2137,15764,,,,,,,,,,,,1901-04-27,Union Square Hotel,,Dollars,$,complete,4,246,
2138,15765,,,,,,,,,,,,1901-04-27,Cafe St. Denis,,Dollars,$,complete,2,112,
2139,15766,,,,,,,,,,,,1901-04-27,Cafe St. Denis,,Dollars,$,complete,4,744,
2140,15767,,,,,,,,,,,,1901-04-27,David Cafe And Restaurant,,Dollars,$,complete,4,266,
2141,15768,,,,,,,,,,,,1901-04-27,David Lunch Counter,,Dollars,$,complete,2,74,
2142,15769,,,,,,,,,,,,1901-04-27,Hotel Margaret,,,,complete,2,33,
2143,15770,,,,,,,,,,,,1901-05-10,Norddeutscher Lloyd   Bremen,,,,complete,2,18,
2144,15771,,,,,,,,,,,,1901-05-10,Norddeutscher Lloyd   Bremen,,,,complete,2,74,
2145,15772,,,,,,,,,,,,1901-05-10,Norddeutscher Lloyd   Bremen,,,,complete,2,68,
2146,15773,,,,,,,,,,,,1901-05-10,Norddeutscher Lloyd  Bremen,,,,complete,4,27,
2147,15774,,,,,,,,,,,,1901-05-10,Norddeutscher Lloyd  Bremen,,,,complete,2,10,
2148,15775,,,,,,,,,,,,1901-05-11,Oceanic Steamship Company,,,,complete,2,35,
2149,15776,,,,,,,,,,,,1901-05-11,Oceanic Steamship Company,,,,complete,2,27,
2150,15777,,,,,,,,,,,,1901-05-11,Pullman Dining Car Service,,,,complete,2,28,
2151,15778,,,,,,,,,,,,1901-05-11,Oceanic Steamship Company,,,,complete,2,36,
2152,15779,,,,,,,,,,,,1901-05-11,Nordeutscher Lloyd   Bremen,,,,complete,2,16,
2153,15780,,,,,,,,,,,,1901-05-11,Norddeutscher Lloyd   Bremen,,,,complete,2,32,
2154,15781,,,,,,,,,,,,1901-05-11,Nordeutscher Lloyd   Bremen,,,,complete,2,72,
2155,15782,,,,,,,,,,,,1901-05-11,Norddeutscher Lloyd   Bremen,,,,complete,2,67,
2156,15783,,,,,,,,,,,,1901-05-11,Norddeutscher Lloyd   Bremen,,,,complete,4,24,
2157,15784,,,,,,,,,,,,1901-05-11,Norddeutscher Lloyd   Bremen,,,,complete,2,11,
2158,15785,,,,,,,,,,,,1901-05-01,U.S.Government,,,,complete,2,30,
2159,15787,,,,,,,,,,,,1900-07-04,Hotel North,,,,complete,2,38,
2160,15788,,,,,,,,,,,,1900-07-04,Catskill Mountain House,,,,complete,4,61,
2161,15792,,,,,,,,,,,,1900-07-04,Alamo Hotel(?),,,,complete,2,32,
2162,15793,,,,,,,,,,,,1900-07-04,Alamo The,,,,complete,2,45,
2163,15794,,,,,,,,,,,,1900-07-04,Alamo The,,,,complete,2,38,
2164,15795,,,,,,,,,,,,1900-07-04,Imperial Hotel Limited,,,,complete,2,12,
2165,15797,,,,,,,,,,,,1900-07-05,Imperial Hotel Limited,,,,complete,2,11,
2166,15798,,,,,,,,,,,,1900-07-05,Imperial Hotel Limited,,,,complete,2,12,
2167,15799,,,,,,,,,,,,1900-07-06,Wells River Fish And Game Club,,,,complete,4,41,
2168,15800,,,,,,,,,,,,1900-07-07,New Rockingham,,,,complete,2,37,
2169,15801,,,,,,,,,,,,1900-07-07,Alfred Marshal,,,,complete,2,19,
2170,15802,,,,,,,,,,,,1900-07-08,Planters Hotel,,Dollars,$,complete,2,153,
2171,15803,,,,,,,,,,,,1900-07-08,?,,Dollars,$,complete,2,73,
2172,15804,,,,,,,,,,,,1900-07-08,?,,,,complete,2,84,
2173,15805,,,,,,,,,,,,1900-07-01,Hotel Touraine,,Dollars,$,complete,16,589,
2174,15806,,,,,,,,,,,,1900-07-08,New Gladstone,,,,complete,2,32,
2175,15807,,,,,,,,,,,,1900-07-08,New Gladstone,,,,complete,2,44,
2176,15808,,,,,,,,,,,,1901-05-27,Prince Of Wales Hotel,,,,complete,2,15,
2177,15809,,,,,,,,,,,,1901-05-27,Oceanic Steamship Co.,,,,complete,2,21,
2178,15810,,,,,,,,,,,,1901-05-27,Oceanic Steamship Co.,,,,complete,2,20,
2179,15811,,,,,,,,,,,,1901-05-27,Oceanic Steamship Co.,,,,complete,4,32,
2180,15812,,,,,,,,,,,,1901-05-28,Missouri Society Of New York,,,,complete,4,21,
2181,15815,,,,,,,,,,,,1900-08-15,Century Club,,,,complete,2,16,
2182,15816,,,,,,,,,,,,1900-08-16,Saratoga Racing Association,,Dollars,$,complete,2,29,
2183,15817,,,,,,,,,,,,1900-08-16,Nippon Yusen Kaisha,,,,complete,2,14,
2184,15818,,,,,,,,,,,,1900-08-16,Nippon Yusen Kaisha,,,,complete,2,23,
2185,15819,,,,,,,,,,,,1900-08-16,Long Beach Hotel,,,,complete,2,52,
2186,15820,,,,,,,,,,,,1900-08-16,Medical Profession,,,,complete,3,13,
2187,15821,,,,,,,,,,,,1900-08-17,National Association Of Box And Box Shook Makers,,,,complete,4,35,
2188,15822,,,,,,,,,,,,1900-08-01,Champlain Transportation Company,,,,complete,2,30,
2189,15823,,,,,,,,,,,,1900-08-17,Planters Hotel Co.,,,,complete,2,48,
2190,15825,,,,,,,,,,,,1901-06-15,Squantum Association,,,,complete,4,21,
2191,15826,,,,,,,,,,,,1901-06-15,Tuna Club,,,,complete,4,28,
2192,15827,,,,,,,,,,,,1901-06-15,Oceanic Steamship Company,,,,complete,2,13,
2193,15828,,,,,,,,,,,,1901-06-15,Oceanic Steamship Company,,,,complete,2,23,
2194,15829,,,,,,,,,,,,1901-06-16,Falmouth Arms,,,,complete,2,13,
2195,15830,,,,,,,,,,,,1901-06-16,Norddeutscherrr Lloyd Bremen,,,,complete,2,64,
2196,15831,,,,,,,,,,,,1901-06-16,Norddeutscher Lloyd Bremen,,,,complete,4,42,
2197,15833,,,,,,,,,,,,1901-04-28,Norddeutscher Lloyd Bremen,,,,complete,2,13,
2198,15834,,,,,,,,,,,,1901-04-28,Norddeutscher Lloyd   Bremen,,,,complete,2,28,
2199,15835,,,,,,,,,,,,1901-04-29,Smith & Mcnells,,Dollars,$,complete,4,400,
2200,15837,,,,,,,,,,,,1901-04-29,Pullman Dining Car,,,,complete,2,29,
2201,15839,,,,,,,,,,,,1901-04-29,Norddeutcher Lloyd   Bremen,,,,complete,2,81,
2202,15840,,,,,,,,,,,,1900-06-04,Commercial Club Of Chicago,,,,complete,2,26,
2203,15841,,,,,,,,,,,,1900-06-01,Santa Fe' Route,,Dollars,$,complete,2,41,
2204,15842,,,,,,,,,,,,1900-06-01,Southern Railway   Dining Car Service,,,,complete,2,27,
2205,15843,,,,,,,,,,,,1900-06-01,Burlington Route  A.E.White Commissary,,Dollars,$,complete,4,113,
2206,15844,,,,,,,,,,,,1900-06-01,Russell House,,,,complete,2,51,
2207,15845,,,,,,,,,,,,1900-06-04,Cafe' Boulevard   Chateau Henri Iv,,,,complete,2,16,
2208,15846,,,,,,,,,,,,1900-06-04,American Medical Editor's Association,,,,complete,2,22,
2209,15847,,,,,,,,,,,,1900-06-04,Frohner's Hotel Imperial,,,,complete,4,13,
2210,15849,,,,,,,,,,,,1900-06-06,Occidental & Oriental Steamship Company,,,,complete,2,22,
2211,15850,,,,,,,,,,,,1900-06-06,Occidental & Oriental Steamship Company,,,,complete,4,31,
2212,15851,,,,,,,,,,,,1900-06-07,Traveling Freight Agents,,,,complete,4,26,
2213,15852,,,,,,,,,,,,1900-07-08,Hotel Victory,,,,complete,4,43,
2214,15853,,,,,,,,,,,,1900-07-08,Hotel Colorado,,,,complete,4,39,
2215,15854,,,,,,,,,,,,1900-07-08,Catskill Mountain House,,,,complete,4,61,
2216,15855,,,,,,,,,,,,1900-07-08,Catskill Mountain House,,Dollars,$,complete,2,67,
2217,15856,,,,,,,,,,,,1900-07-08,Hotel Victory,,,,complete,2,53,
2218,15858,,,,,,,,,,,,1900-07-09,New York Furniture Warehousemen's Association,,,,complete,4,21,
2219,15859,,,,,,,,,,,,1900-07-09,Hotel Colorado,,,,complete,2,35,
2220,15860,,,,,,,,,,,,1900-07-09,Planters Hotel,,Dollars,$,complete,4,147,
2221,15861,,,,,,,,,,,,1900-07-09,Hotel Colorado,,,,complete,2,42,
2222,15862,,,,,,,,,,,,1900-07-10,Catskill Mountain House,,,,complete,2,78,
2223,15865,,,,,,,,,,,,1900-01-01,Northern Steamship Company/Great Northern Ry Line.,,Dollars,$,complete,4,160,
2224,15874,,,,,,,,,,,,1900-10-11,Buncombe County Medical Association,,,,complete,8,22,
2225,15878,,,,,,,,,,,,1900-08-16,National Shorthand Reporters,,,,complete,4,23,
2226,15895,,,,,,,,,,,,1900-06-08,Dartmouth Club Of The City Of New York,,,,complete,6,18,
2227,15923,,,,,,,,,,,,1900-12-13,Union College Alumni Association Of New York,,Dollars,$,complete,18,28,
2228,15924,,,,,,,,,,,,1900-12-14,Columbia College Students,,,,complete,23,21,
2229,15946,,,,,,,,,,,,1900-12-19,Democratic Organization Of The Fifth Assembly District Of The City Of New York,,,,complete,6,29,
2230,15949,,,,,,,,,,,,1900-12-21,Whitefriars Club,,,,complete,14,13,
2231,15974,,,,,,,,,,,,1901-05-01,Philolexian Society,,,,complete,8,22,
2232,15980,,,,,,,,,,,,1901-09-30,London Welsh Lodge,,,,complete,24,25,
2233,15988,,,,,,,,,,,,1901-01-01,International Yacht Races,,Dollars,$,complete,8,285,
2234,15993,,,,,,,,,,,,1901-11-07,Red Star Line   Antwerpen  Ny,,,,complete,2,20,
2235,15996,,,,,,,,,,,,1901-11-08,West Side Republican Club,,,,complete,4,20,
2236,15998,,,,,,,,,,,,1901-11-09,Gesangvereins Phobus Concordia,,,,complete,4,8,
2237,16005,,,,,,,,,,,,1901-11-15,Society Of Naval Architects And Marine Engineers,,,,complete,4,20,
2238,16010,,,,,,,,,,,,1906-12-25,Hotel Normandie,,Dollars,$,complete,4,126,
2239,16011,,,,,,,,,,,,1906-12-25,Hotel Metropole,,,,complete,2,14,
2240,16012,,,,,,,,,,,,1901-07-02,Nederlandsche Maatschappu Tot Bevordering Der Geneeskunst,,,,complete,2,16,
2241,16013,,,,,,,,,,,,1901-07-03,John Eliot's Descendants,,,,complete,2,26,
2242,16014,,,,,,,,,,,,1901-07-09,Raleigh Hotel And Restaurant Co.,,Dollars,$,complete,2,120,
2243,16015,,,,,,,,,,,,1901-07-10,Canadian Pacific Railway,,,,complete,2,32,
2244,16016,,,,,,,,,,,,1901-08-30,Southern Pacific Company,,Dollars,$,complete,2,57,
2245,16018,,,,,,,,,,,,1901-09-01,Summit House,,,,complete,2,29,
2246,16021,,,,,,,,,,,,1901-07-04,Hamburg Amerika Linie,,,,complete,2,22,
2247,16022,,,,,,,,,,,,1901-10-05,Mahogany Palace,,Dollars,$,complete,4,83,
2248,16023,,,,,,,,,,,,1901-10-07,Tennessee Society Sons Of The American Revolution,,,,complete,4,22,
2249,16025,,,,,,,,,,,,1901-10-07,Fall River Line,,Dollars,$,complete,4,252,
2250,16027,,,,,,,,,,,,1901-07-10,Hamburg Amerika Linie,,,,complete,2,9,
2251,16028,,,,,,,,,,,,1901-07-10,Hotel Cadillac,,,,complete,2,124,
2252,16029,,,,,,,,,,,,1901-07-10,Hotel Cadillac,,,,complete,2,56,
2253,16030,,,,,,,,,,,,1901-07-10,Nordeutscher Lloyd Bremen,,,,complete,2,15,
2254,16031,,,,,,,,,,,,1901-01-01,O.D.,,,,complete,2,32,
2255,16035,,,,,,,,,,,,1901-11-17,New York And Porto Rico Steamship Company,,,,complete,2,23,
2256,16037,,,,,,,,,,,,1901-11-19,Hotel Dreyfus French Restauranr,,Dollars,$,complete,4,389,
2257,16038,,,,,,,,,,,,1901-09-03,Terrace Garden Restaurant,,Dollars,$,complete,4,488,
2258,16040,,,,,,,,,,,,1901-09-01,Louisville & Nashville Railroaad   The Pullman Co.,,Dollars,$,complete,2,35,
2259,16041,,,,,,,,,,,,1901-09-05,Claremont Hotel,,,,complete,2,34,
2260,16043,,,,,,,,,,,,1901-09-05,International Hotel,,,,complete,2,38,
2261,16044,,,,,,,,,,,,1901-09-06,De L'ange Hotel,,,,complete,2,8,
2262,16081,,,,,,,,,,,,1906-12-27,Staff Of Gov. George C. Pardee,,,,complete,8,19,
2263,16086,,,,,,,,,,,,1906-12-28,Van Liew's Restaurant,,Dollars,$,complete,3,60,
2264,16088,,,,,,,,,,,,1906-12-29,John Wanamaker,,Dollars,$,complete,4,268,
2265,16091,,,,,,,,,,,,1906-12-31,Hotel St. Regis,,Dollars,$,complete,2,211,
2266,16092,,,,,,,,,,,,1901-08-08,Del Coronada Hotel,,,,under review,2,56,
2267,16093,,,,,,,,,,,,1901-08-08,Oceanic Steamship Co. S.S.Zealandia,,,,complete,2,29,
2268,16094,,,,,,,,,,,,1901-08-09,Engel Hotel,,,,complete,2,9,
2269,16095,,,,,,,,,,,,1901-08-09,Del Coronada Hotel,,,,complete,2,79,
2270,16096,,,,,,,,,,,,1901-08-09,Oceanic Steamship Co. S.S.Zealandia,,,,complete,2,31,
2271,16097,,,,,,,,,,,,1901-08-11,Cafe Boulard,,,,complete,2,23,
2272,16100,,,,,,,,,,,,1901-08-13,Claremont Hotel,,Dollars,$,complete,4,265,
2273,16101,,,,,,,,,,,,1901-06-21,Oceanic Steamship Company,,,,complete,2,27,
2274,16109,,,,,,,,,,,,1906-12-31,M.F.Lyons,,Dollars,$,complete,4,340,
2275,16110,,,,,,,,,,,,1906-12-31,M.F.Lyons,,Dollars,$,complete,4,370,
2276,16111,,,,,,,,,,,,1906-12-31,Bristol's Dining Rooms,,Dollars,$,complete,2,90,
2277,16112,,,,,,,,,,,,1906-12-31,Bristol's Dining Rooms,,Dollars,$,complete,4,266,
2278,16113,,,,,,,,,,,,1906-12-31,Siegel Cooper Co.,,Dollars,$,complete,4,212,
2279,16114,,,,,,,,,,,,1906-12-01,Siegel Cooper Co.,,Dollars,$,complete,4,321,
2280,16115,,,,,,,,,,,,1906-12-31,Siegel Cooper Co.,,Dollars,$,complete,4,250,
2281,16116,,,,,,,,,,,,1906-12-31,Fleischmann's Vienna Model Bakery,,Dollars,$,complete,2,65,
2282,16117,,,,,,,,,,,,1906-12-31,Haim's Quick Lunch Restaurant,,Dollars,$,complete,2,52,
2283,16121,,,,,,,,,,,,1901-07-04,Bull's Head Restaurant,,Dollars,$,complete,2,29,
2284,16125,,,,,,,,,,,,1901-07-04,Columbia Restaurant,,Dollars,$,complete,4,495,
2285,16130,,,,,,,,,,,,1901-07-05,Hamburg Amerika Linie  Steamer Furst Bismarck,,,,complete,4,32,
2286,16135,,,,,,,,,,,,1901-07-13,Chateau Frontenac,,,,complete,2,35,
2287,16136,,,,,,,,,,,,1901-07-20,O. D.,,,,complete,2,30,
2288,16160,,,,,,,,,,,,1901-10-15,State Department Special To The Pand American Congress At The City Of Mexico (Pullman Car Service),,Dollars,$,complete,4,277,
2289,16161,,,,,,,,,,,,1901-07-20,Oceanic Sreamship Company   Sierra,,,,complete,2,25,
2290,16162,,,,,,,,,,,,1901-07-20,Oceanic Steamship Company   Sierra,,,,complete,2,28,
2291,16163,,,,,,,,,,,,1901-07-20,Nippon Yusen Kaisha   S.S.Rosetta Mam,,,,complete,2,18,
2292,16164,,,,,,,,,,,,1901-01-01,Great Northern System   Dining Car,,Dollars,$,complete,2,97,
2293,16165,,,,,,,,,,,,1901-07-21,Raleigh Hotel & Restaurant,,Dollars,$,complete,2,72,
2294,16166,,,,,,,,,,,,1901-07-21,Chateau Frontenac Hotel,,,,complete,2,26,
2295,16167,,,,,,,,,,,,1901-07-21,Haddon Hall,,,,complete,2,69,
2296,16168,,,,,,,,,,,,1901-07-21,Nippon Yusen Kaisha   S.S.Rosetta Maru,,,,complete,2,19,
2297,16169,,,,,,,,,,,,1901-07-21,Oceanic Steamship Company   Sierra,,,,complete,2,25,
2298,16170,,,,,,,,,,,,1901-07-21,Oceanic Steamship Company  Sierra,,,,complete,2,33,
2299,16171,,,,,,,,,,,,1901-07-21,Oceanic Steamship Company   S.S. Zealandia,,,,complete,2,29,
