id,physical_description,size
33577,18x12cm folded; 18x24cm open, 18x24cm open
33578,33x22cm folded; 33x44cm open, 33x44cm open
33580,18x12.5cm folded; 18x25cm open, 18x25cm open
33581,18x12cm folded; 18x24cm open, 18x24cm open
33582,20x13.5cm folded; 20x27cm open, 20x27cm open
33583,24x16cm folded; 24x32cm open, 24x32cm open
33584,23x13.5cm,23x13.5cm
33586,17x20cm folded; 17x40cm open, 17x40cm open
33587,18x13.5cm folded; 18x27cm open, 18x27cm open
33588,22x16cm,22x16cm
33589,18x11.5cm,18x11.5cm
33590,20x14cm  ,20x14cm  
33591,15x12cm folded; 15x24cm open, 15x24cm open
33592,28x18cm folded; 28x36cm open, 28x36cm open
33593,28x17.5cm folded; 28x35cm open, 28x35cm open
33594,16x11cm,16x11cm
33595,20.5x13cm folded; 20.5x26cm open, 20.5x26cm open
33597,23x15.5cm,23x15.5cm
33598,23.5x10cm folded; 23.5x20cm open, 23.5x20cm open
33599,12.5x9cm folded; 12.5x18cm open, 12.5x18cm open
33600,27x14cm,27x14cm
33601,23x16cm folded; 23x32cm open, 23x32cm open
33602,14x8.5cm folded; 14x17cm open, 14x17cm open
33603,19x9.5cm folded; 19x19cm open, 19x19cm open
33604,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
33605,14.5x10.5cm folded; 14.5x21cm open, 14.5x21cm open
33606,19.5x10cm folded; 19.5x20cm open, 19.5x20cm open
33607,22x14cm folded; 22x28cm open, 22x28cm open
33608,14.5x12cm folded; 14.5x24cm open, 14.5x24cm open
33609,17.5x14cm folded; 17.5x28cm open, 17.5x28cm open
33610,17x11cm folded; 17x22cm open, 17x22cm open
33611,20.5x13.5cm folded; 20.5x27cm open, 20.5x27cm open
33612,23.5x15cm folded; 23.5x30cm open, 23.5x30cm open
33613,18x14cm folded; 18x28cm open, 18x28cm open
33614,19x14cm folded; 19x28cm open, 19x28cm open
33615,23x15cm folded; 23x30cm open, 23x30cm open
33616,8x11cm folded; 16x11cm open, 16x11cm open
33617,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
33618,18.5x11cm folded; 18.5x25cm open, 18.5x25cm open
33619,20.5x14cm,20.5x14cm
33620,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
33621,15x9.5cm,15x9.5cm
33622,14x8.5cm folded; 14x17cm open, 14x17cm open
33623,17x8.5cm,17x8.5cm
33624,17x9cm,17x9cm
33625,18x13.5cm folded; 18x27cm open, 18x27cm open
33626,17.5x14cm folded; 17.5x28cm open, 17.5x28cm open
33627,21x13.5cm folded; 21x27cm open, 21x27cm open
33628,16x11cm,16x11cm
33629,16x11cm folded; 16x22cm open, 16x22cm open
33630,21x10.5cm folded; 21x52cm open, 21x52cm open
33632,23.5x16cm folded; 23.5x32cm open, 23.5x32cm open
33633,16.5x11cm,16.5x11cm
33634,25.5x20cm folded; 25.5x40cm open, 25.5x40cm open
33635,24x20.5cm folded; 24x41cm open, 24x41cm open
33636,11.5x9cm,11.5x9cm
33637,16x11cm,16x11cm
33639,28x17.5cm folded; 28x35cm open, 28x35cm open
33640,13x7.5cm folded; 13x15cm open, 13x15cm open
33641,20x13cm folded; 20x26cm open, 20x26cm open
33643,15.5x10cm folded; 15.5x20cm open, 15.5x20cm open
33644,18x10.5cm folded; 18x21cm open, 18x21cm open
33645,16x10cm,16x10cm
33646,18x11.5cm folded; 18x23cm open, 18x23cm open
33647,23.5x16cm folded; 23.5x32cm open, 23.5x32cm open
33648,30.5x23cm folded; 30.5x46cm open, 30.5x46cm open
33649,Folder; 28.5 x 18 cm.; 23 x 14 cm. (insert), 28.5 x 18 cm.
33650,,
33651,Folder; col.; 22 x 13.5 cm., col.
33652,18x13cm folded; 18x26cm open, 18x26cm open
33653,23.5x14cm,23.5x14cm
33655,"21.5x14cm folded; 21.5x28c, open"," 21.5x28c, open"
33656,30.5x18.5cm folded; 30.5x37cm open, 30.5x37cm open
33657,16.5x10cm,16.5x10cm
33658,27x20cm folded; 27x40cm open, 27x40cm open
33659,36.5x23cm folded; 36.5x46cm open, 36.5x46cm open
33660,17.5x10.5cm,17.5x10.5cm
33661,21x10.5cm,21x10.5cm
33662,27x17cm folded; 27x34cm open, 27x34cm open
33663,30.5x23cm folded; 30.5x40cm open, 30.5x40cm open
33664,20x12.5cm,20x12.5cm
33665,16.5x11cm,16.5x11cm
33666,13.5x9cm,13.5x9cm
33667,20x13cm,20x13cm
33668,23x15cm folded; 23x30cm open, 23x30cm open
33669,18.5x11cm folded; 18.5x22cm open, 18.5x22cm open
33670,28x22cm folded; 28x44cm open, 28x44cm open
33671,29x20cm,29x20cm
33672,16.5x11.5cm folded; 16.5x23cm open, 16.5x23cm open
33673,20x14cm folded; 20x28cm open, 20x28cm open
33674,16.5x21cm folded; 16.5x42cm open, 16.5x42cm open
33675,23.5x17cm folded; 23.5x34cm open, 23.5x34cm open
33676,30x23cm folded; 30x46cm open, 30x46cm open
33677,25x31.5cm folded; 25x63cm open, 25x63cm open
33678,16.5x11.5cm folded; 16.5x23cm open, 16.5x23cm open
33679,18x14cm folded; 18x28cm open, 18x28cm open
33680,22x16.5cm folded; 22x33cm open, 22x33cm open
33681,23x15cm folded; 23x30cm open, 23x30cm open
33682,16x12.5cm folded; 15x25cm open, 15x25cm open
33683,16x13cm folded; 16x26cm open, 16x26cm open
33684,13.5x9.5cm,13.5x9.5cm
33686,20x13.5cm folded; 20x27cm open, 20x27cm open
33688,28x21.5cm,28x21.5cm
33689,20.5x15.5cm,20.5x15.5cm
33690,15x12cm,15x12cm
33691,28x19cm folded; 28x38cm open, 28x38cm open
33692,23x14.5cm folded; 23x29cm open, 23x29cm open
33693,15.5x11cm,15.5x11cm
33694,21.5x15.5cm folded; 21.5x31cm open, 21.5x31cm open
33695,15x12cm folded; and 15x24cm open, and 15x24cm open
33696,15x13.5cm folded; 15x37cm open, 15x37cm open
33697,17.5x14cm folded; 17.5x28cm open, 17.5x28cm open
33698,19x9.5cm folded; 19x19cm open, 19x19cm open
33699,13.5x7.5cm,13.5x7.5cm
33700,8.5x6cm,8.5x6cm
33701,19x13cm,19x13cm
33702,20x12.5cm,20x12.5cm
33703,16.5x10cm,16.5x10cm
33704,28x17.5cm,28x17.5cm
33705,28x17.5cm folded; 28x35cm open, 28x35cm open
33706,26x18cm folded; 26x36cm open, 26x36cm open
33707,28x18cm,28x18cm
33708,34x22cm folded; 34x44cm open, 34x44cm open
33709,34x22cm folded; 34x44cm open, 34x44cm open
33710,27.5x17.5cm folded; 27.5x35cm open, 27.5x35cm open
33711,21x12.5cm folded; 21x25cm open, 21x25cm open
33712,28x18cm,28x18cm
33713,28x17cm folded; 28x34cm open, 28x34cm open
33714,28x18cm,28x18cm
33715,20.5x16cm,20.5x16cm
33716,36x18.5cm,36x18.5cm
33717,29x17.5cm,29x17.5cm
33718,29x17.5cm,29x17.5cm
33719,29x17.5cm,29x17.5cm
33720,29x17.5cm,29x17.5cm
33721,24.5x15.5cm folded; 24.5x31cm open, 24.5x31cm open
33722,28x36cm,28x36cm
33723,25.5x14cm,25.5x14cm
33724,27x16.5cm folded; 27x33cm open, 27x33cm open
33725,31x19.5cm folded; 31x39cm open, 31x39cm open
33726,28x18cm folded; 28x36cm open, 28x36cm open
33727,43.5x23cm,43.5x23cm
33728,36x18.5cm,36x18.5cm
33729,28.5x15cm,28.5x15cm
33730,28.5x17.5cm folded; 28.5x35cm open, 28.5x35cm open
33731,23.5x14cm,23.5x14cm
33732,35.5x17cm,35.5x17cm
33733,31.5x14cm,31.5x14cm
33734,28x17.5cm folded; 28x35cm open, 28x35cm open
33735,24x13.5cm,24x13.5cm
33736,25x14cm,25x14cm
33737,36x18.5cm,36x18.5cm
33738,36x18.5cm,36x18.5cm
33739,16.5x11.5cm,16.5x11.5cm
33740,25x15cm folded; 25x30cm open, 25x30cm open
33741,35.5x22.5cm,35.5x22.5cm
33742,18.5x13cm folded; 18.5x26cm open, 18.5x26cm open
33743,23x16cm folded; 23x32cm open, 23x32cm open
33744,28x22cm folded; 28x44cm open, 28x44cm open
33745,25.5x18cm folded; 25.5x36cm open, 25.5x36cm open
33746,21x16cm folded; 21x32cm open, 21x32cm open
33747,15x11.5cm folded; 15x23cm open, 15x23cm open
33748,18x12cm folded; 18x26.5cm open, 18x26.5cm open
33749,14.5x7cm,14.5x7cm
33750,27x20.5cm folded; 27x41cm open, 27x41cm open
33751,17.5x15cm folded; 17.5x30cm open, 17.5x30cm open
33752,28.5x22cm folded; 28.5x44cm open, 28.5x44cm open
33753,16.5x11cm folded; 16.5x22cm open, 16.5x22cm open
33754,22x14cm folded; 22x28cm open, 22x28cm open
33755,22x14cm folded; 22x28cm open, 22x28cm open
33756,15x10cm,15x10cm
33757,21x13cm folded;21x26cm open,21x26cm open
33758,23x15.5cm folded; 23x31cm open, 23x31cm open
33759,18x11cm,18x11cm
33760,22x13.5cm,22x13.5cm
33761,13.5x10cm folded; 13.5x20cm open, 13.5x20cm open
33762,17.5x13cm folded; 17.5x26cm open, 17.5x26cm open
33763,27x16.5cm ,27x16.5cm 
33764,21x15.5cm folded; 21x31cm open, 21x31cm open
33765,20.5x13cm folded; 20.5x26cm open, 20.5x26cm open
33766,27x17.5cm folded; 27x35cm open, 27x35cm open
33767,21.5x17cm folded; 21.5x34cm open, 21.5x34cm open
33768,17x10.5cm,17x10.5cm
33769,20x12.5cm,20x12.5cm
33770,13.5x9.5cm,13.5x9.5cm
33771,28x20cm folded; 28x40cm open, 28x40cm open
33772,17.5x21cm folded; 17.5x42cm open, 17.5x42cm open
33773,20.5x13cm folded; 20.5x26cm open, 20.5x26cm open
33774,19.5x12.5cm,19.5x12.5cm
33775,18x10.5cm folded; 18x21cm open, 18x21cm open
33776,16.5x11cm folded; 16.5x22cm open, 16.5x22cm open
33777,26.5x21cm folded; 26.5x42cm open, 26.5x42cm open
33778,12.5x9cm folded; 12.5x18cm open, 12.5x18cm open
33779,14.5x10cm,14.5x10cm
33780,16.5x11cm folded; 16.5x22cm open, 16.5x22cm open
33781,23x14cm folded; 41x14 open, 41x14 open
33782,20.5x13cm,20.5x13cm
33783,22x15cm folded; 22x30cm open, 22x30cm open
33784,20.5x15.5cm folded; 20.5x31cm open, 20.5x31cm open
33785,28x21.5cm,28x21.5cm
33786,16.5x10cm,16.5x10cm
33787,30.5x24cm folded; 30.5x48cm open, 30.5x48cm open
33788,13.5x18cm folded; 13.5x36cm open, 13.5x36cm open
33789,25.5x19cm folded; 25.5x28cm open, 25.5x28cm open
33790,18x12.5 cm folded; 18x25cm open, 18x25cm open
33791,21.5x16cm folded; 21.5x32cm open, 21.5x32cm open
33792,18x11.5cm,18x11.5cm
33793,26.5x18cm folded; 26.5x36cm open, 26.5x36cm open
33794,23x16cm folded; 23x32cm open, 23x32cm open
33796,24x16cm folded; 24x32cm open, 24x32cm open
33797,26x16cm folded; 26x32 cm open, 26x32 cm open
33798,24x17cm folded; 24x34cm open, 24x34cm open
33799,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
33800,26.5x16.5cm folded; 26.5x33cm open, 26.5x33cm open
33801,23x13cm folded; 23x26cm open, 23x26cm open
33802,19.5x9cm folded; 19.5x18cm open, 19.5x18cm open
33803,19x15cm folded; 38x15cm open, 38x15cm open
33804,26.5x20cm folded; 26.5x40cm open, 26.5x40cm open
33805,25.5x21cm folded; 25.5x42cm open, 25.5x42cm open
33806,23x15.5cm folded; 23x31cm open, 23x31cm open
33807,17x11cm folded; 17x22cm open, 17x22cm open
33808,24x18cm folded; 24x36cm open, 24x36cm open
33809,15.5x23cm folded; 15.5x46cm open, 15.5x46cm open
33810,18x12cm folded; 18x24cm open, 18x24cm open
33811,18x13cm folded; 18x26cm open, 18x26cm open
33812,23x15cm folded; 23x30cm open, 23x30cm open
33813,22x14cm folded; 22x28cm open, 22x28cm open
33814,23x15.5cm folded; 23x31cm open, 23x31cm open
33815,19x15cm folded; 38x15cm open, 38x15cm open
33816,24x17cm folded; 24x34cm open, 24x34cm open
33817,15x12cm folded; 15x24cm open, 15x24cm open
33818,17.5x13cm folded; 17.5x26cm open, 17.5x26cm open
33819,23x14cm folded; 23x28cm open, 23x28cm open
33820,23.5x14cm,23.5x14cm
33821,15.5x10.5cm folded; 15.5x21cm open, 15.5x21cm open
33822,27x20cm folded; 27x40cm open, 27x40cm open
33823,25x21cm folded; 25x42cm open, 25x42cm open
33824,22x11.5cm folded; 22x23cm open, 22x23cm open
33826,18x14cm folded; 18x28cm open, 18x28cm open
33827,23x18cm folded; 23x36cm open, 23x36cm open
33828,17.5x13cm folded; 17.5x26cm open, 17.5x26cm open
33829,14x9cm,14x9cm
33830,23x15.5cm folded; 23x31cm open, 23x31cm open
33831,25.5x19cm folded; 25.5x38cm open, 25.5x38cm open
33832,22x16.5cm folded; 22x33cm open, 22x33cm open
33833,19x13cm folded; 19x26cm open, 19x26cm open
33834,20x14cm folded; 20x28cm folded, 20x28cm folded
33835,20x12.5cm ,20x12.5cm 
33836,16.5x13.5cm folded; 16.5x27cm open, 16.5x27cm open
33837,22.5x15.5cm folded; 22.5x31cm open, 22.5x31cm open
33838,22x13cm ,22x13cm 
33839,19.5x15cm folded; 19.5x30cm open, 19.5x30cm open
33840,19.5x14cm folded; 19.5x28cm open, 19.5x28cm open
33841,22.5x15.5cm folded; 22.5x31cm open, 22.5x31cm open
33842,17x11cm folded; 17x22cm open, 17x22cm open
33843,22x14.5cm folded; 22x29cm open, 22x29cm open
33844,28x17cm folded; 28x34cm open, 28x34cm open
33845,24x16cm folded; 24x32cm open, 24x32cm open
33847,16x10.5cm,16x10.5cm
33848,22x17cm folded; 22x34cm open, 22x34cm open
33849,22x16cm folded; 22x32cm open, 22x32cm open
33850,15x10cm folded; 15x20cm open, 15x20cm open
33851,23.5x19cm folded; 23.5x38cm open, 23.5x38cm open
33852,27x21.5cm folded; 27x43cm open, 27x43cm open
33853,15.5x11cm folded; 31x11cm open, 31x11cm open
33854,16.5x10cm,16.5x10cm
33855,28x17cm folded; 28x34cm open, 28x34cm open
33856,21.5x17cm folded; 21.5x34cm open, 21.5x34cm open
33857,28x17cm folded; 28x34cm open, 28x34cm open
33858,21.5x13.5cm,21.5x13.5cm
33859,28x17cm folded; 28x34cm open, 28x34cm open
33860,21.5x13.5cm,21.5x13.5cm
33861,19.5x15.5cm folded; 19.5x31cm open, 19.5x31cm open
33862,28x17cm folded; 28x34cm open, 28x34cm open
33863,16x10.5cm,16x10.5cm
33864,23.5x16cm folded; 23.5x32cm open, 23.5x32cm open
33865,28x17cm folded; 28x34cm open, 28x34cm open
33866,28.5x18cm folded; 28.5x36cm open, 28.5x36cm open
33867,23x14.5cm folded; 23x29cm open, 23x29cm open
33868,20x12.5cm folded; 20x25cm open, 20x25cm open
33869,19x12cm,19x12cm
33870,22.5x14cm folded; 22.5x28cm open, 22.5x28cm open
33871,13.5x8cm ,13.5x8cm 
33872,18.5x14cm folded; 18.5x28cm open, 18.5x28cm open
33873,21.5x13.5cm,21.5x13.5cm
33874,21.5x13.5cm,21.5x13.5cm
33875,16x11.5cm folded; 16x23cm open, 16x23cm open
33876,28x15cm,28x15cm
33877,43x23cm,43x23cm
33878,25x18.5cm folded; 25x37cm open, 25x37cm open
33879,21x13cm,21x13cm
33880,35.5x17cm,35.5x17cm
33881,28.5x17.5cm folded; 28.5x35cm open, 28.5x35cm open
33882,28.5x17.5cm folded; 28.5x35cm open, 28.5x35cm open
33883,28x15cm ,28x15cm 
33884,17x11.5cm,17x11.5cm
33885,36x19cm,36x19cm
33886,28x18cm,28x18cm
33887,34x14cm,34x14cm
33888,34.5x22cm folded; 34.5x44cm open, 34.5x44cm open
33889,35.5x18.5cm,35.5x18.5cm
33890,23x13.5cm,23x13.5cm
33891,28x17cm folded; 28x34cm open, 28x34cm open
33892,27x16.5cm folded; 27x33cm open, 27x33cm open
33893,25.5x15.5cm folded; 25.5x31cm open, 25.5x31cm open
33894,25.5x14cm,25.5x14cm
33895,28x17.5cm,28x17.5cm
33896,26x18cm folded; 26x36cm open, 26x36cm open
33897,28x18cm,28x18cm
33898,28x18cm folded; 28x36cm open, 28x36cm open
33899,18x13.5cm folded; 18x27cm open, 18x27cm open
33900,35.5x18.5cm,35.5x18.5cm
33901,28x18cm,28x18cm
33902,36x19cm,36x19cm
33903,28.5x18cm folded; 28.5x36cm open, 28.5x36cm open
33904,25.5x14cm,25.5x14cm
33905,28x17.5cm folded; 28x35cm open, 28x35cm open
33906,26x16cm folded; 26x32cm open, 26x32cm open
33907,28x35.5cm,28x35.5cm
33908,28x17cm folded; 28x34cm open, 28x34cm open
33909,27.5x17cm,27.5x17cm
33910,28x11cm folded; 28x22cm open, 28x22cm open
33911,25.5x18cm folded; 25.5x36cm open, 25.5x36cm open
33912,21.5x13cm,21.5x13cm
33913,22.5x15cm folded; 22.5x30cm open, 22.5x30cm open
33914,16.5x10cm folded; 16.5x20cm open, 16.5x20cm open
33915,24x17cm folded; 24x34cm open, 24x34cm open
33916,18x13cm folded; 18x26cm open, 18x26cm open
33917,23x14cm folded; 23x28cm open, 23x28cm open
33918,26x13cm folded; 26x26cm open, 26x26cm open
33919,23x17cm folded; 23x34cm open, 23x34cm open
33920,28x13.5cm folded; 28x66cm open, 28x66cm open
33921,14x10cm folded; 14x20cm open, 14x20cm open
33922,21x14.5cm folded; 21x29cm open, 21x29cm open
33923,16x10cm,16x10cm
33924,21.5x13.5cm,21.5x13.5cm
33925,23.5x16.5cm folded; 23.5x33cm open, 23.5x33cm open
33926,21x14.5cm folded; 21x29cm open, 21x29cm open
33927,17x12cm folded; 17x24cm open, 17x24cm open
33928,28x18cm folded; 28x36cm open, 28x36cm open
33929,26.5x17.5cm folded; 26.5x35cm open, 26.5x35cm open
33930,16.5x11.5cm,16.5x11.5cm
33931,16.5x11cm,16.5x11cm
33932,26x20cm folded; 26x40cm open, 26x40cm open
33933,26x20cm folded; 26x40cm open, 26x40cm open
33934,24.5x16cm folded; 24.5x32cm open, 24.5x32cm open
33935,31.5x25cm folded; 31.5x50cm open, 31.5x50cm open
33936,16.5x11.5cm,16.5x11.5cm
33937,28x13.5cm folded; 28x66cm open, 28x66cm open
33938,26x18cm folded; 26x36cm open, 26x36cm open
33939,30.5x17cm,30.5x17cm
33940,27x16.5cm folded; 27x33cm open, 27x33cm open
33941,46x33cm folded; 46x66cm open, 46x66cm open
33942,35.5x18.5cm ,35.5x18.5cm 
33943,34.5x22cm folded; 34.5x44cm open, 34.5x44cm open
33944,28x18cm ,28x18cm 
33945,35x22.5cm,35x22.5cm
33946,36x19cm,36x19cm
33947,32x18cm,32x18cm
33948,28x18cm ,28x18cm 
33949,36x17cm,36x17cm
33950,28x17cm,28x17cm
33951,28x15cm,28x15cm
33952,28x18cm ,28x18cm 
33954,28x18cm ,28x18cm 
33955,18x14cm folded; 18x28cm open, 18x28cm open
33956,28x18cm ,28x18cm 
33957,28x18cm ,28x18cm 
33958,26x16.5cm folded; 26x33cm open, 26x33cm open
33959,23x20cm,23x20cm
33960,23x20cm,23x20cm
33961,23x20.5cm,23x20.5cm
33962,30.5x17cm,30.5x17cm
33963,25.5x31.5cm folded; 25.5x63cm open, 25.5x63cm open
33964,15x10cm,15x10cm
33965,28x17cm folded; 28x34cm open, 28x34cm open
33966,23x15cm folded; 23x30cm open, 23x30cm open
33967,27x20cm folded; 27x40cm open, 27x40cm open
33968,23x20cm,23x20cm
33969,23x20cm,23x20cm
33970,23x20cm,23x20cm
33971,27x14cm,27x14cm
33972,22.5x15cm folded; 22.5x30cm open, 22.5x30cm open
33973,21x15cm folded; 21x30cm open, 21x30cm open
33974,23x20cm,23x20cm
33975,23x20cm,23x20cm
33976,23x20cm,23x20cm
33977,27x16.5cm folded; 27x33cm open, 27x33cm open
33978,15x11.5cm,15x11.5cm
33979,23.5x13.5cm,23.5x13.5cm
33980,26x14cm,26x14cm
33981,24x14cm,24x14cm
33982,28x18cm ,28x18cm 
33983,26x18cm folded; 26x36cm open, 26x36cm open
33984,27.5x17 cm,27.5x17 cm
33985,18x14cm folded; 18x28cm open, 18x28cm open
33986,23x14cm,23x14cm
33987,25x18cm folded; 25x36cm open, 25x36cm open
33988,36x18.5cm,36x18.5cm
33989,28x18cm ,28x18cm 
33990,36x18.5cm,36x18.5cm
33991,28x17.5cm folded; 28x35cm open, 28x35cm open
33992,25.5x14cm,25.5x14cm
33993,25.5x16.5cm folded; 25.5x33cm open, 25.5x33cm open
33994,28x17.5cm folded; 28x35cm open, 28x35cm open
33995,27.5x17cm folded; 27.5x34cm open, 27.5x34cm open
33996,28x18cm ,28x18cm 
33997,28x35.5cm,28x35.5cm
33998,43x23cm,43x23cm
33999,35x22.5cm,35x22.5cm
34000,35.5x18.5cm ,35.5x18.5cm 
34001,28x18cm ,28x18cm 
34002,36x18.5cm,36x18.5cm
34003,23x20cm,23x20cm
34004,23x20cm,23x20cm
34005,23x20cm,23x20cm
34006,34x22cm folded; 34x44cm open, 34x44cm open
34007,34x22cm folded; 34x44cm open, 34x44cm open
34008,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
34009,16x10cm folded; 16x20cm open, 16x20cm open
34010,23x20cm,23x20cm
34011,23x20cm,23x20cm
34012,23x20cm,23x20cm
34013,26x18cm folded; 26x36cm open, 26x36cm open
34014,12.5x16.5cm folded; 12.5x33cm open, 12.5x33cm open
34015,28x17.5cm folded; 28x35cm open, 28x35cm open
34016,34x14cm,34x14cm
34017,28x13.5cm folded;28x66cm open,28x66cm open
34018,23x20cm,23x20cm
34019,23x20cm,23x20cm
34020,23x20cm,23x20cm
34021,20x30.5cm folded; 20x61cm open, 20x61cm open
34022,31.5x17cm,31.5x17cm
34023,26.5x13.5cm,26.5x13.5cm
34024,35.5x18.5cm ,35.5x18.5cm 
34025,16.5x10cm,16.5x10cm
34026,30.5x20.5cm folded; 30.5x41cm open, 30.5x41cm open
34027,30.5x17cm,30.5x17cm
34028,28x19.5cm,28x19.5cm
34029,26.5x21cm folded; 26.5x42cm open, 26.5x42cm open
34030,27.5x18cm folded; 27.5x36cm open, 27.5x36cm open
34031,23x20cm,23x20cm
34032,21.5x13.5cm,21.5x13.5cm
34033,21.5x13.5cm,21.5x13.5cm
34034,21.5x13.5cm,21.5x13.5cm
34035,21.5x13.5cm,21.5x13.5cm
34036,21.5x13.5cm,21.5x13.5cm
34037,24x16.5cm folded; 24x33cm open, 24x33cm open
34038,22x11cm,22x11cm
34039,22x11cm,22x11cm
34040,27x16cm,27x16cm
34041,18x13cm folded; 18x26cm open, 18x26cm open
34042,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
34043,24x16.5cm folded; 24x33cm open, 24x33cm open
34044,27x16cm,27x16cm
34045,22x11cm,22x11cm
34046,22x11cm,22x11cm
34047,12.5x10cm folded; 12.5x20cm open, 12.5x20cm open
34048,18x11.5cm,18x11.5cm
34049,26.5x16cm folded; 26.5x32cm open, 26.5x32cm open
34050,23.5x12.5cm,23.5x12.5cm
34051,28x13.5cm folded;28x66cm open,28x66cm open
34052,21.5x13.5cm,21.5x13.5cm
34053,21.5x13.5cm,21.5x13.5cm
34054,14x10cm folded; 14x20cm open, 14x20cm open
34055,18x14cm folded; 18x28cm open, 18x28cm open
34056,21.5x13.5cm,21.5x13.5cm
34057,21.5x13.5cm,21.5x13.5cm
34058,21.5x13.5cm,21.5x13.5cm
34059,21.5x13.5cm,21.5x13.5cm
34060,23x14cm folded; 23x28cm open, 23x28cm open
34061,23x16cm folded; 23x32cm open, 23x32cm open
34062,21.5x13.5cm,21.5x13.5cm
34063,21.5x13.5cm,21.5x13.5cm
34064,35.5x24cm,35.5x24cm
34065,21.5x13.5cm,21.5x13.5cm
34066,14x20cm,14x20cm
34067,23x15cm folded; 23x30cm open, 23x30cm open
34068,21.5x13.5cm,21.5x13.5cm
34069,17x11.5cm ,17x11.5cm 
34070,23.5x16cm folded; 23.5x32cm open, 23.5x32cm open
34072,28x21.5cm folded; 28x43cm open, 28x43cm open
34073,23.5x16cm folded; 23.5x32cm open, 23.5x32cm open
34074,21.5x13.5cm,21.5x13.5cm
34075,23.5x16cm folded; 23.5x32cm open, 23.5x32cm open
34076,23x14cm folded; 23x28cm open, 23x28cm open
34077,21.5x13.5cm,21.5x13.5cm
34078,24x9.5cm folded; 24x19cm open, 24x19cm open
34079,1 map ; 56 x 69 cm., 56 x 69 cm.
34080,21.5x13.5cm,21.5x13.5cm
34081,23x14cm folded; 23x28cm open, 23x28cm open
34082,23.5x16.5cm folded; 23.5x33cm open, 23.5x33cm open
34083,28x18cm folded; 28x36cm open, 28x36cm open
34084,28x18.5cm folded; 28x37cm open, 28x37cm open
34085,21.5x13.5cm,21.5x13.5cm
34086,21.5x13.5cm,21.5x13.5cm
34087,17x11cm folded; 17x22cm open, 17x22cm open
34088,21.5x13.5cm,21.5x13.5cm
34089,20.5x14cm folded; 20.5x28cm open, 20.5x28cm open
34090,16x9cm ,16x9cm 
34091,24x16cm folded; 24x32cm open, 24x32cm open
34092,23x14cm folded; 23x28cm open, 23x28cm open
34093,21.5x13.5cm,21.5x13.5cm
34094,28x23.5cm,28x23.5cm
34095,23.5x16.5cm folded; 23.5x33cm open, 23.5x33cm open
34096,23x14cm folded; 23x28cm open, 23x28cm open
34097,21.5x13.5cm,21.5x13.5cm
34098,21.5x13.5cm,21.5x13.5cm
34099,21.5x13.5cm,21.5x13.5cm
34100,21.5x13.5cm,21.5x13.5cm
34102,25.5x18cm folded; 25.5x36cm open, 25.5x36cm open
34103,23.5x16cm folded; 23.5x32cm open, 23.5x32cm open
34104,17x11.5cm folded; 17x23cm open, 17x23cm open
34105,16x12.5cm folded; 16x25cm open, 16x25cm open
34106,28x19cm folded; 28x38cm open, 28x38cm open
34107,23x14cm folded; 23x28cm open, 23x28cm open
34108,21.5x13.5cm,21.5x13.5cm
34109,17x23cm,17x23cm
34110,18x11.5cm folded; 18x23cm open, 18x23cm open
34111,21.5x13.5cm,21.5x13.5cm
34112,21.5x13.5cm,21.5x13.5cm
34118,21.5x13.5cm,21.5x13.5cm
34119,21.5x13.5cm,21.5x13.5cm
34120,21.5x13.5cm,21.5x13.5cm
34121,23.5x16cm folded; 23.5x32cm open, 23.5x32cm open
34122,22.5x14cm folded; 22.5x28cm open, 22.5x28cm open
34124,21.5x13.5cm,21.5x13.5cm
34125,21.5x13.5cm,21.5x13.5cm
34126,21.5x13.5cm,21.5x13.5cm
34127,25.5x19cm folded; 25.5x38cm open, 25.5x38cm open
34128,24x13.5cm,24x13.5cm
34129,22.5x14cm folded; 22.5x28cm open, 22.5x28cm open
34130,21.5x13.5cm,21.5x13.5cm
34131,21.5x13.5cm,21.5x13.5cm
34132,21.5x13.5cm,21.5x13.5cm
34133,21.5x13.5cm,21.5x13.5cm
34134,21.5x13.5cm,21.5x13.5cm
34135,21.5x13.5cm,21.5x13.5cm
34136,28x23.5cm,28x23.5cm
34137,26.5x18cm,26.5x18cm
34138,30x15.5cm folded; 30x31cm open, 30x31cm open
34139,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
34140,21.5x13.5cm,21.5x13.5cm
34141,21.5x13.5cm,21.5x13.5cm
34142,21.5x13.5cm,21.5x13.5cm
34143,22.5x14cm folded; 22.5x28cm open, 22.5x28cm open
34144,23.5x16cm folded; 23.5x32cm open, 23.5x32cm open
34146,21.5x13.5cm,21.5x13.5cm
34147,21.5x13.5cm,21.5x13.5cm
34148,21.5x13.5cm,21.5x13.5cm
34149,15x10cm,15x10cm
34150,21.5x13.5cm,21.5x13.5cm
34151,21.5x13.5cm,21.5x13.5cm
34152,21.5x13.5cm,21.5x13.5cm
34153,21.5x13.5cm,21.5x13.5cm
34154,27.5x17.5cm,27.5x17.5cm
